Job Title,Salary Range in Thousand Dollars,Rating,Company Name,Location.1,Location.2,Size,Type of Ownership,Industry,Sector
Data Analyst,51-70,2.8,Ho Chunk,Arlington,TX,201 to 500 employees,Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services"
Data Analyst,51-70,4.2,Precision technologies corp,Plano,TX,201 to 500 employees,Private,IT Services,Information Technology
Data Analytics Senior Analyst,51-70,3.7,Citi,Irving,TX,10000+ employees,Public,Investment Banking & Asset Management,Finance
Business Data Analyst,51-70,,Optum Consumer Solutions Group,Plano,TX,Unknown,Other Organization,Unknown,Unknown
Client Data Analyst,51-70,3.4,Mosaic Sales Solutions,Irving,TX,5001 to 10000 employees,Private,Advertising & Marketing,Business Services
Information Technology Specialist / Data Analyst,51-70,3.2,One Call Claims LLC,Dallas,TX,201 to 500 employees,Private,Insurance Carriers,Insurance
Data Analyst,51-70,4.2,Prudent Technologies  Consulting,Grapevine,TX,51 to 200 employees,Private,IT Services,Information Technology
Data Management Analyst,51-70,4.7,Daylight Solutions,Dallas,TX,51 to 200 employees,Private,Aerospace & Defense,Aerospace & Defense
Data Import Analyst,51-70,4.6,LeadsOnline LLC,Plano,TX,1 to 50 employees,Private,Unknown,Unknown
Senior Data Analyst,51-70,3.8,Excite Health Partners,Dallas,TX,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Sas Data Analyst Iii(With Sol & Tableau),51-70,3.4,PROLIM Global Corporation,Dallas,TX,201 to 500 employees,Private,Enterprise Software & Network Solutions,Information Technology
Na Data Reporting Analyst,51-70,3.1,ADT,Irving,TX,10000+ employees,Public,Security Services,Business Services
Sas Data Analyst,51-70,3.4,Pinnacle Technical Resources Inc,Dallas,TX,5001 to 10000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst Ii,51-70,,Insight UK,Plano,TX,1 to 50 employees,Private,Unknown,Unknown
Data Science- Security Analyst,51-70,3.4,eDataForce consulting LLC,Dallas,TX,1 to 50 employees,Private,IT Services,Information Technology
Direct Client Requirement - Data Reporting Analyst,51-70,,Real Soft Inc  Diversity Direct,Dallas,TX,Unknown,Other Organization,Unknown,Unknown
Data Management Analyst,51-70,2.9,Trinity Industries,Dallas,TX,10000+ employees,Public,Transportation Equipment Manufacturing,Manufacturing
Sr. Business Data Analyst - Enterprise Risk,51-70,2.5,ServiceLink a Black Knight Company,Dallas,TX,1001 to 5000 employees,Subsidiary or Business Segment,Lending,Finance
Claims Data Analyst,51-70,4,Lightbeam Health Solutions,Irving,TX,51 to 200 employees,Private,Health Care Services & Hospitals,Health Care
Data Analyst 4,51-70,2.8,Telnet Rockville MD,Dallas,TX,51 to 200 employees,Private,Consulting,Business Services
Senior Application Programmer Analyst (Data Transformation & Integration) - Itd,51-70,3.3,Tarrant County,Tarrant,TX,1 to 50 employees,Government,Municipal Governments,Government
Data Governance Analyst,51-70,3.8,Diversant LLC,Dallas,TX,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst - Sm,51-70,3.8,Vastika,Irving,TX,1 to 50 employees,Private,"Health, Beauty, & Fitness",Consumer Services
Reporting Data Analyst (Contract To Hire),51-70,,Financial Services Company,Dallas,TX,Unknown,Other Organization,Unknown,Unknown
Data Analyst {S02268P},51-70,4.2,University of Texas at Arlington,Arlington,TX,1001 to 5000 employees,School,Colleges & Universities,Education
Data Analyst,51-70,4.1,APN Software Services Inc,Plano,TX,51 to 200 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst - Marketing,51-70,3.7,Fairway Independent Mortgage Corporation,Carrollton,TX,5001 to 10000 employees,Private,Lending,Finance
Senior Data Quality Analyst,51-70,3.6,Signify Health,Dallas,TX,501 to 1000 employees,Private,Health Care Services & Hospitals,Health Care
Senior Data Analyst,51-70,3.5,HCL America Inc,Plano,TX,10000+ employees,Public,Computer Hardware & Software,Information Technology
Sr. Enterprise Bi Data Analyst,51-70,2.1,Colfax Corporation,Dallas,TX,10000+ employees,Public,Industrial Manufacturing,Manufacturing
Accounting/Data Analyst Associate,51-70,3.7,Bloomfield Homes,Southlake,TX,1 to 50 employees,Subsidiary or Business Segment,Construction,"Construction, Repair & Maintenance"
Sr. Business Data Analyst Enterprise Risk,51-70,2.5,ServiceLink,Dallas,TX,1001 to 5000 employees,Subsidiary or Business Segment,Lending,Finance
Sr. Bi Data Engineer And Analyst,51-70,3.6,Onyx CenterSource,Dallas,TX,201 to 500 employees,Private,Financial Transaction Processing,Finance
Data Management Analyst,51-70,,Corporate G,Dallas,TX,201 to 500 employees,Private,Unknown,Unknown
"Data Analyst (Python), Dallas, Methods+Mastery (A Fleishmanhillard Company)",51-70,3.3,FleishmanHillard Inc,Dallas,TX,1001 to 5000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services
Pricing Data Analyst,51-70,,Kforce Technology Staffing,Plano,TX,Unknown,Other Organization,Unknown,Unknown
Data Platform System Analyst Lead (Data Services),51-70,3.9,JPMorgan Chase,Lewisville,TX,10000+ employees,Public,Investment Banking & Asset Management,Finance
Business Analyst/Data Analyst,51-70,3.7,eTeam Inc,Irving,TX,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Sr. Data Analyst,51-70,,BurnsSearch LLC,Dallas,TX,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,51-70,3.3,Mindteck,Coppell,TX,1001 to 5000 employees,Public,IT Services,Information Technology
"Data Management Analyst - Dallas, Tx/ Tempe, Fl",51-70,5,Georgia IT Inc,Dallas,TX,1 to 50 employees,Private,Unknown,Unknown
Senior Data Analyst,51-70,3.5,Analytical Mechanics Associates,Dallas,TX,201 to 500 employees,Private,Consulting,Business Services
Financial Data Analyst,51-70,2.6,CarOffer,Plano,TX,51 to 200 employees,Private,Consumer Product Rental,Consumer Services
Data Conversion Analyst,51-70,,Harris Local Government Solutions Inc,Allen,TX,Unknown,Other Organization,Unknown,Unknown
Behavorial Health Data Analyst,51-70,3.5,LifePath Systems,Plano,TX,51 to 200 employees,Government,Unknown,Unknown
Data Analyst Lead - Em & Data,51-70,4,Lorven Technologies Inc,Richardson,TX,1 to 50 employees,Private,Accounting,Accounting & Legal
Senior Data Analyst,51-70,3.4,Home Point Financial,Farmers Branch,TX,1001 to 5000 employees,Private,Lending,Finance
Sr. Data Analyst - Healthcare Claims,51-70,4.2,Horn Solutions Inc,Dallas,TX,1 to 50 employees,Private,Consulting,Business Services
Sr. Enterprise Bi Data Analyst,51-70,3,DJO Global,Dallas,TX,5001 to 10000 employees,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing
Data/Business Solutions Analyst - Jr,51-70,4.1,Kforce,Plano,TX,10000+ employees,Public,Staffing & Outsourcing,Business Services
System Analyst(Big Data/Hadoop),51-70,4,silverXis inc,Irving,TX,1 to 50 employees,Other Organization,IT Services,Information Technology
Pricing Data Analyst,51-70,4.1,Kforce,Plano,TX,10000+ employees,Public,Staffing & Outsourcing,Business Services
Data Management Analyst,51-70,3.2,Community Hospital Corporation,Plano,TX,1001 to 5000 employees,Private,Health Care Services & Hospitals,Health Care
Application Vulnerability Governance Lead Data Analyst,51-70,3.7,Citi,Irving,TX,10000+ employees,Public,Investment Banking & Asset Management,Finance
Sap Data Analyst (Contract),51-70,4,Two International Inc,Irving,TX,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Lawson Landmark Data Extract Analyst,51-70,3.5,CTG,Dallas,TX,Unknown,Private,Unknown,Unknown
Business Analytics Analyst Ii (Data Concierge),51-70,4.2,University of Texas at Arlington,Arlington,TX,1001 to 5000 employees,School,Colleges & Universities,Education
Data Science Sr. Analyst,51-70,4.5,Radiant Digital,Dallas,TX,1 to 50 employees,Private,Unknown,Unknown
Data Analyst -0517 Suv,51-70,3.8,Vastika,Irving,TX,1 to 50 employees,Private,"Health, Beauty, & Fitness",Consumer Services
Network Data Analyst,51-70,4.3,PeopleNTech LLC,Dallas,TX,1 to 50 employees,Contract,IT Services,Information Technology
Technical Data Analyst Accounting,51-70,3.7,eTeam Inc,Irving,TX,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst: Ii (Intermediate),51-70,4.4,Ava Consulting,Irving,TX,1 to 50 employees,Public,IT Services,Information Technology
Senior Enterprise Data Management Analyst,51-70,3.1,Molex,Dallas,TX,10000+ employees,Private,Electrical & Electronic Manufacturing,Manufacturing
Data Quality Analyst,51-70,3.2,NetSource,Richardson,TX,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst - It Administrator,51-70,3.3,ClientSolv Technologies,Allen,TX,51 to 200 employees,Private,IT Services,Information Technology
Senior Data Analyst,51-70,2.8,Ho Chunk,Arlington,TX,201 to 500 employees,Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services"
Data Analyst Lead - Air/Technical Operations,51-70,4,Lorven Technologies Inc,Richardson,TX,1 to 50 employees,Private,Accounting,Accounting & Legal
"Analyst, Client Data Ii",51-70,3.4,Mosaic Sales Solutions,Irving,TX,5001 to 10000 employees,Private,Advertising & Marketing,Business Services
Data Engineer / Data Analyst,51-70,3.9,Diverse Lynx,Plano,TX,501 to 1000 employees,Private,IT Services,Information Technology
Jr. Data Warehouse Systems Analyst,51-70,3.2,NetSource,Richardson,TX,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
"Data Management Analyst In Plano, Tx At Community Hospital Corporation",51-70,3.5,Community Hospital,Plano,TX,201 to 500 employees,Hospital,Health Care Services & Hospitals,Health Care
Qa Automation Analyst With Big Data Technology,51-70,3.4,TECHNOCRAFT Solutions,Richardson,TX,1 to 50 employees,Private,Advertising & Marketing,Business Services
Data Analyst Lead - Commercial,51-70,4,Lorven Technologies Inc,Richardson,TX,1 to 50 employees,Private,Accounting,Accounting & Legal
Senior Data Analyst - Property Operations,51-70,4.3,Mill Creek Residential Trust,Dallas,TX,501 to 1000 employees,Private,Real Estate,Real Estate
Sr Data Management Analyst,51-70,3.5,Employbridge,Irving,TX,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Senior Data Quality Analyst,51-70,3.2,FirstAmerica,Arlington,TX,10000+ employees,Private,Transportation Management,Transportation & Logistics
Lead Data Analyst,51-70,3.6,ArcBest,Plano,TX,10000+ employees,Public,Logistics & Supply Chain,Transportation & Logistics
Data Analyst Lead (Customer And Reservations),51-70,4,Lorven Technologies Inc,Richardson,TX,1 to 50 employees,Private,Accounting,Accounting & Legal
Data Analyst - Senior,51-70,,Kforce Technology Staffing,Plano,TX,Unknown,Other Organization,Unknown,Unknown
Senior Data Risk Analyst,51-70,3.9,Peyton Resource Group PRG,Plano,TX,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Data/Business Operations Analyst,51-70,,Searchlight Professional Networks,Dallas,TX,Unknown,Other Organization,Unknown,Unknown
Data Analyst - Sr,51-70,3.8,Apex Systems,Plano,TX,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst - Senior,51-70,4.1,Kforce,Plano,TX,10000+ employees,Public,Staffing & Outsourcing,Business Services
Digital S/W Eng Lead Analyst (Big Data With Sas And Pyspark Background),51-70,4.5,Frontend Arts,Irving,TX,1 to 50 employees,Private,Enterprise Software & Network Solutions,Information Technology
Senior Qc Analyst: Data Integrity Sme,51-70,,Laboratory Validation Specialists Inc,Dallas,TX,Unknown,Other Organization,Unknown,Unknown
"Senior Data Analyst, Internal Audit",51-70,2.9,OneMain Financial,Irving,TX,10000+ employees,Public,Lending,Finance
Analyst/Developer (Data Warehouse) Iii,51-70,4.1,APN Software Services Inc,Allen,TX,51 to 200 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst,91+,4.5,OSI Engineering,Newark,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Senior Hr Data Analyst,91+,4.6,NVIDIA,Santa Clara,CA,10000+ employees,Public,Computer Hardware & Software,Information Technology
Sr. Data Analyst - Growth & Adoption,91+,3.9,Risk Management Solutions RMS,Newark,CA,1001 to 5000 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst,91+,4,LeanData,Santa Clara,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
"Data Analyst, Product Insights",91+,3.3,Alteryx,Redwood City,CA,1001 to 5000 employees,Public,Enterprise Software & Network Solutions,Information Technology
Senior Data Analyst,91+,3.1,Bandai Namco Entertainment America,Santa Clara,CA,51 to 200 employees,Subsidiary or Business Segment,Sports & Recreation,"Arts, Entertainment & Recreation"
Data And User Acceptance Test Analyst,91+,3.4,Kelly,Cupertino,CA,5001 to 10000 employees,Public,Staffing & Outsourcing,Business Services
Data Analyst,91+,3.4,Tesla Motors,Fremont,CA,10000+ employees,Public,Transportation Equipment Manufacturing,Manufacturing
Data Analyst,91+,3.5,LT Infotech,San Jose,CA,10000+ employees,Public,IT Services,Information Technology
Data Analyst,91+,3.8,IntraEdge,Menlo Park,CA,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst,91+,4,Connor Group,Santa Clara,CA,201 to 500 employees,Private,Accounting,Accounting & Legal
Data Analyst,91+,,Xcutives,San Jose,CA,Unknown,Other Organization,Unknown,Unknown
Marketing Data Analyst,91+,3.9,Joomag Inc,San Jose,CA,51 to 200 employees,Private,IT Services,Information Technology
Tableau Data Analyst Intern,91+,4,Cognoa,Palo Alto,CA,1 to 50 employees,Private,Health Care Services & Hospitals,Health Care
Data Analyst I,91+,3.6,ICONMA,Cupertino,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,91+,3.8,Enjoy,Palo Alto,CA,501 to 1000 employees,Private,Unknown,Unknown
Ai Insights Data Analyst,91+,5,Moveworks,Mountain View,CA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
"Data Analyst (Sql, Hive)",91+,4.4,Ursus,Menlo Park,CA,1 to 50 employees,Private,IT Services,Information Technology
"Data Analyst, Autonomy Operations",91+,4.4,Nuro,Mountain View,CA,201 to 500 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst I,91+,3.9,TalentBurst Inc,Cupertino,CA,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst,91+,3.7,Randstad,Sunnyvale,CA,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst,91+,4.1,BayOne Solutions,Sunnyvale,CA,1001 to 5000 employees,Private,IT Services,Information Technology
Data Analyst,91+,4,Zipongo,San Jose,CA,51 to 200 employees,Private,Health Care Services & Hospitals,Health Care
Data Analyst,91+,3.1,Logic Planet,San Jose,CA,201 to 500 employees,Private,IT Services,Information Technology
Senior Data Analyst Studio Finance Engineering,91+,3.9,Netflix,Los Gatos,CA,1001 to 5000 employees,Public,Internet,Information Technology
Data Analyst With Data Mapping And Api,91+,,Xcutives,San Jose,CA,Unknown,Other Organization,Unknown,Unknown
Data Analyst,91+,3.9,Kaygen Inc,San Jose,CA,1 to 50 employees,Private,Consulting,Business Services
Data Analyst,91+,3.6,Iconma L,Sunnyvale,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,91+,3.9,Diverse Lynx,San Jose,CA,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst,91+,4.4,Adwait Algorithm,Santa Clara,CA,51 to 200 employees,Private,IT Services,Information Technology
Senior Data Analyst - Studio Finance Engineering,91+,3.9,Netflix Inc,Los Gatos,CA,1001 to 5000 employees,Public,Internet,Information Technology
Data Analyst,91+,5,TechNet Inc,San Jose,CA,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
"Apple Media Products (Amp) - Big Data Analyst, Analytics Engineering",91+,4.1,Apple,Santa Clara,CA,10000+ employees,Public,Computer Hardware & Software,Information Technology
Data Analyst,91+,3.8,PDS Tech Inc,Cupertino,CA,5001 to 10000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,91+,3.8,Power Integrations,San Jose,CA,501 to 1000 employees,Public,Electrical & Electronic Manufacturing,Manufacturing
Business Data Analyst,91+,3.7,Infotree Service Inc,San Jose,CA,51 to 200 employees,Private,Advertising & Marketing,Business Services
